,정제된 댓글,label
37701,아 정말 좁고 열악한 환경이었네요 우리나라 최고의 경제플랫폼으로 성장하길 응원합니다 삼프로 홧팅,1
37702,주식때문에 알게된 이다솔 차장님 인사이트에 매번 감동하며 강의듣네요 감사합니다,1
37703,국가에서 지도자가 왜 중요한지 보여주는 좋은 사례 또한 박정희가 수꼴이 아닌 진보주의자라는 것을 보여주는 정책,1
37704,국장님 어려운 이야기를 재미있고 쉽게 설명해주셔서 고맙습니다 학교 다닐때는 무슨말인가 했던것들이 이리 쉽고 재미있는 줄 몰랐네요,1
37705,차가 마니 다쳣으면 당분간 충격파가 있으실텐데 많은 준비 하느냐 정말 고생하셨습니다 장본부장님 덕분에 쉽게 정보 얻어가서 정말 감사드립니다 언능 쉬시며 회복하세요 푸근하고 유쾌하고 날마다 출근도장 찍는 책임감까지 대박이십니다 이푸로님 미자님도 감사합니다,1
37706,삼프로 찐 팬 될것 같아요 편중되지 않은 프로 잘봤습니다 희망이 있는 사람 결정하는데 많은 도움이 되네요 고맙습니다 삼프로,1
37707,엄마 잃은 쌔끼 마냥 너무 힘들었어요,0
37708,비난 받기 싫으면 하지 마시든가 라는 식의 답은 건설적 토론에 하등 도움이 되지 않는 것 같다는 느낌이 듭니다,0
37709,정영지니는 삼프로 티브이에서 최고다 계속 가즈아 싱글벙글 같은 잊고,1
37710,삼프로 화이팅 언론에 의해 만들어진 이재명 후보의 부정적 이미지가 삼프로 대담으로 경제를 바라보는 통찰력 높은 식견 이재명 후보의 진면목을 보게되었습니다 응원합니다,1
37711,와 이 분들을 한 자리에 삼프로 가 아니면 절대 한 자리에 모을 수 없는 라인업 위즈덤 칼리지 수강 문의 현재 야미잘 미주미 카페에 위즈덤 칼리지 수강을 희망하시는 분들을 위한 게시판이 개설되었습니다 많은 분들께서 이 게시판을 통해 인 수강하실 분들을 자발적으로 매칭하고 계시더라구요 해당 게시판 링크 공유드리니 인 모집을 원하시는 분들은 참고해주세요 링크 징징쇼 참여 신청서 광고 및 협업 문의 광고 및 협업 문의 경제의신과함께 삼프로 신과함께,1
37712,삼프로 는 제게 세상을 보는 또 하나의 눈과 같습니다 감사합니다,1
37713,만 축하드려요 부지런히 챙겨보고있는중입니다,1
37714,안녕하세요 오늘도 좋은 영상 감사합니다 그런데 이프로님 목소리에 너무 에코가 많이 들어가서 울리네요,1
37715,역시 이다솔 부장님 오늘도 좋은 내용으로 많이 배웠습니다,1
37716,더 많은 사람들이 이 방송을 시청하셔서 안철수의 진면목을 꼭 봤으면 좋겠습니다 시간가는줄 모르고 시청했습니다 삼프로티비 너무 감사합니다 또 모셔서 뵙고싶네요,1
37717,감사합니다,1
37718,캬 두번째 시청하는데 정말 감동입니다 삼프로 감사합니다,1
37719,와 이종목을 이제 알려주다니 이미 년 전부터 리츠 관련 종목들중에 꾸준히 언급되는 종목입니다 퇴직자들 대상의 배당 미국주 관련해서도 언급되고요 종목 공유는 좋지만 타이밍도 중요하다고 봅니다 지금은 개미들보고 물량받으라고 공유하시는것같네요,1
37720,이재명후보는 국가의 수많은 난제에 탁월한 식견과 행정력을 가진 후보다 불과 한두달전 기존 언론 종편 포털싸이트 기사 등등 거의 모두가 이재명죽이기에 언론이 선수로 뛰는 현실에 이재명 입장에서 자신의 소신과 정책 그리고 진실을 알릴곳이 거의 없었는데 삼프로 도 이재명이 먼저 출연요청하여 큰 이슈가 되니 주요 명의 대선후보가 모두 인터뷰하도록 큰 영향을 끼쳤듯 기존 대선토론의 패러다임을 바꿔 삼프로 가 나라를 구했다라는 말이 나올만큼 절대 상황이 나쁘다고 결코 포기하지 않고 끝까지 최선을 다한다는 점에서 리더로서의 자질에 높다 그외 지식백과에선 게임산업에 대한 의견을 토론하고 도올선생과는 농촌에 대해 토론 그리고 교육 국방 및 출산문제 토론 등 크던 작던 수많은 매체와의 인터뷰 등등 자신을 알리려 끝없이 노력했고 공약도 발표하고 자영업자를 살리기 위한 지역화폐 및 지원제도 그리고 매타버스를 통한 전국방문 그리고 지역민과 소통하려고 끊임없이 노력한다 만일 당선된다면 당선 이후가 진짜 기대가 된다 국민을 위해 일 진짜 잘할것이다,1
37721,윤 센터장님의 견해를 들어보는게 흥미롭습니다 맞고 안맞고는 중요치않고요,1
37722,아침 저녁 밤 삼프로 덕분에 아는척 좀 하고 다녀요 물론 삼프로 홍보도 하죠 좋은 컨텐츠 만들어 주셔서 감사드려요,1
37723,분 초에서부터 가장 중요한 말씀을 하셨습니다 이번 정권의 가장 큰 문제점 시장 자체를 무시하는거져 자본주의 사회에서 시장을 무시하니 그 다음에 뭐 무능력하고 자기 맘대로하고 그렇게 되는거져,0
37724,삼프로 너무 사랑합니다 덕부에 주식 투자에 참여하기 시작했습니다,1
37725,자녀교육비 지출을 줄여서 노후대비 투자를 하는게 가장 좋은 방법입니다 중산층 가정에서 중 고 대학생 자녀 교육비를 확 줄이면 누후자금 충분히 마련할 수 있습니다 특히 지금 대 이신 분들은 교육비를 줄이세요,1
37726,대한민국의 미래 희망을 꿈꾸게한 시간 감사합니다,1
37727,매일 아침저녁으로 보고 있어요 덕분에 경제공부에 입문했고 주식에 대해 공부하게 되었습니다 시청자에게 진심을 다 하시는 모습에 매번 감사합니다 올해도 수고하셨구요 내년에도 잘 부탁합니다,1
37728,염차장님 축하해요,1
37729,대기업들이 개미 등쳐먹는 것은 국민들의 이중성에도 문제가 있어요 기업들 투명성 높이기 위해 등쳐먹는 것 막기위한 법을 만들면 빨갱이니 공산당이니 하면서 정부 비판해요 솔직히 야당이 집권하면 우리나라 주식 폭락할거예요,0
37730,이번 대선은 진짜 프로 티비가 구했다고 확정적으로 말 할 수 있다 천 재명 후보와 윤 원 후보의 조회수를 합치면 거의 천 만이 나온다 이걸 과거 장외 대통령 유세로 보면 서울에서 대규모 군중을 동원한 유세 번을 한 효과 이다 그만큼의 유권자가 이 토론을 본거다 좋아요 숫자를 보면 천 재명 후보가 거의 압도적이다 조회수도 물론이고 댓글의 프로 이상이 죄다 칭찬이다 반면에 윤 원은 댓글의 프로 이상이 다 비판적이다 이거 하나만 봐도 대선의 결과가 어떻게 나올지 불문가지 아니겠는가,1
37731,김석환 연구원이 주신 우주 산업 관련 정보 너무 좋네요 감사합니다,1
37732,시간 가는 줄 모르게 푹 빠져서 들었어요 사망하신 젊은 대원의 이야기가 너무 안따까워요,1
37733,어제 정치합시다 에서 이런 대화가 있었습니다 전원책 차라리 백지가 낫지요 좋은 것들로 채울 수 있으니까요 유시민 그런데 백지가 지 마음대로 하겠다면요 전원책 그러면 백지를 잡아 패야지요 유시민 대통령을 어떻게 잡아패요,1
37734,토론이 경제토론 위주라기에 재미없을줄 알았는데 재미있어요 주식으로 돈날린 얘기 웃겨요 이후보가 생각보다 재미나게 썰을 푸는 재주가 있네요 뉴스로만 접해서 재미없는 사람인줄 알았는데,1
37735,여기는 대화가 되네요 이재명 후보의 철학과 자질에 대해 많이 알아갑니다 스킵하지않고 재밌게 봤습니다,1
37736,박세익 전문님 친절한 설명 많은 도움을 받고 있습니다 고맙습니다,1
37737,진짜 작년에 시장이 돈의 힘을 이길수 없을때까지 간다는 그 짧고도 명쾌한 통찰 주신 이후로 이선엽 센터장님 팬이 되버렸습니다 오늘도 믿고 듣습니다,1
37738,사람이니 중국을 혐오하는 것이고 어지간한 나라들에서는 마찬가지의 감정,0
37739,전승지 연구원님 시장시황 이야기 감사합니다,1
37740,만 돌파네요 삼프로 축하합니다,1
37741,패널분들 가림막 없애면 좋겠습니다 코로나 예방이라는 홍보 차원에서는 좋다고 생각되지만 패널분들도 불편할 것으로 생각되며 또한 시청하는 입장에서도 그런 불편함이 느껴져서 방송에 집중하기가 어렵습니다 이 부분 고려해주시면 감사하겠습니다,1
37742,언제나 뉴스는 삼프로에서 이사님 삼프로 감사합니다,1
37743,감사합니다,1
37744,쿨썸머 여름특가 반값세일 강의 신청 삼프로 주식대학 여름학기 삼프로 주식대학 매매의 기술 강의 신청 삼프로 메리츠증권 하반기 투자전략과 업종별 시장전망 강의 신청 삼프로 주식대학 봄학기 염블리의 친절한 주식 기초 교육 미주미 장우석 본부장 이항영 대표의 미국주식 완전정복 강의 신청 삼프로 시장전망과 주도종목 삼프로 주식대학 업종 기초 교육 강의 신청 교재 구매 구매하시는 교재는 강의 신청 시 첨부되는 교재와 동일한 내용입니다 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
37745,좋은 인싸이트 얻고갑니다,1
37746,항상 감사합니다 유튜브 멤버십이 있던데 유료 가입으로 작게나마 도움이 되고 싶네요 좋은 컨텐츠 매일 올려주셔서 큰 도움이 됩니다 아침 저녁 밤 방송까지 공중파 보는 시간보다 몇배는 더 많이 시청하는데 시청료를 내야 할거 같네요,1
37747,빠르게 변화 하는 국내외 정세에 잘 대처할 후보가 누구일지 결정이 쉬워지네요,1
37748,삼프로를 들으면서 처음으로 투자에 대한 고민을 시작하고 이제 좀 더 스스로에게 도움이 되는 투자가 뭔지 더 생각하며 매일 매일 듣고 있어요 항상 선물같은 방송이라고 생각했는데 시청자들에게 정말 선물을 쏘시네요 모두 즐거운 성탄절 보내시고 새해에도 새롭지만 항상 같은자리 지켜주시기 바랍니다,1
37749,최고의 분석이다 여태껏 들은 것중 가장 깔끔하다,1
37750,나라를 구한 삼프로 멋지다 정영진 매불쇼 영원하라,1
37751,대주주 양도소득세 폐기청원 월 일날 마감되는 청원으로 현재 만명 조금 넘게 동의된 상태인데요 삼프로가 진행한 청원은 아니지만 공감가는 내용이고 좋은 취지니 추석 연휴에 청원동의로 힘을 실어주시길 부탁드립니다 강의 신청하기 사경인의 실전투자 아카데미 리마스터 하반기 투자전략 세미나 온라인 사경인 회계사의 성공투자 로드맵 갓건영 오건영 팀장의 부의대이동 구매 코로나 투자 전쟁 책도 있습니다 부동산에 관심 많으시다면 김학렬 소장의 이제부터는 오를곳만 오른다 초보 투자자가 절대 하면 안 되는 행동은 광고문의 광고문의 경제의신과함께 삼프로 경제콘텐츠 주식투자 경제공부 금융,1
37752,매번들어도 쪼아유 감사합니다,1
37753,이광수 전문가님이 많이 느끼고 공부도 많이 되었겠네요 수준 높은 토론 잘 봤습니다,1
37754,완전 찐 주린이인데 주식을 시작해야지 결심하고나서 삼프로를 알게 된후 리오틴토랑 엑슨모빌 딱 개 주씩 샀었어요 요즘들어 얼마나 감사한지 몰라요 미국 주식 입문을 이렇게 잘할 수 있게 도와주셔서 감사합니다,1
37755,갤럭시아머니트리가 장마감후 자기주식처분을 해서 한다는 발표를 했습니다 정말 일반 주주들을 가지고 노는 것 같아 화가 납니다 이 목적으로 주가늘 띄운건가라는 의심도 들구요 이 상황에 대해 삼프로에서 일반주주들이 어떻게 대응하는 것이 좋은지 고수분들의 의견을 구해 주시면 감사하겠습니다,0
37756,쿨썸머 여름특가 반값세일 강의 신청 삼프로 주식대학 여름학기 삼프로 주식대학 매매의 기술 강의 신청 삼프로 메리츠증권 하반기 투자전략과 업종별 시장전망 강의 신청 삼프로 주식대학 봄학기 염블리의 친절한 주식 기초 교육 미주미 장우석 본부장 이항영 대표의 미국주식 완전정복 강의 신청 삼프로 시장전망과 주도종목 삼프로 주식대학 업종 기초 교육 강의 신청 교재 구매 구매하시는 교재는 강의 신청 시 첨부되는 교재와 동일한 내용입니다 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
